Industry,Activity,Location,Website / Link,Linkedin Page,Size of the Company,JOB Position,Certification,Accroche,Opportunity Status,number of contact iteration
Agri-food,Canned and Preserved Foods,Monastir,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Kairouan,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,4
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,4
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Partner,No,5
Agri-food,Cereals and Derivatives,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,5
Agri-food,Biscuits and Confectioneries,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,3
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,Directeur générale,yes,Partner,No,4
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,6
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,Directeur générale,yes,Partner,No,7
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,Directeur générale,yes,Partner,No,5
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,5
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,3
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,4
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,6
Agri-food,Healthy Snacks and Natural Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,7
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,more than 500,le Directeur d'Usine,yes,Partner,No,8
Agri-food,Biscuits and Confectioneries,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,6
Agri-food,Healthy Snacks and Natural Products,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,6
Agri-food,Sugars and Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,4
Agri-food,Beverages,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,5
Agri-food,Beverages,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,8
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,9
Agri-food,Oils and Fats,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,6
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,3
Agri-food,Beverages,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,4
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,5
Agri-food,Beverages,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,6
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,4
Agri-food,Healthy Snacks and Natural Products,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,6
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,5
Agri-food,Oils and Fats,Tunis,yes,yes,200-300,Directeur générale,yes,Event,No,3
Agri-food,Oils and Fats,Ben Arous,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,4
Agri-food,Oils and Fats,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,5
Agri-food,Flour-Based Products,Monastir,yes,yes,300-500,le Directeur d'Usine,yes,Event,yes,5
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,yes,3
Agri-food,Flour-Based Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,yes,4
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Event,yes,6
Agri-food,Flour-Based Products,Sousse,yes,yes,100-200,Directeur générale,yes,Event,yes,7
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,yes,5
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,yes,5
Agri-food,Canned and Preserved Foods,,yes,yes,100-200,le Directeur d'Usine,yes,Event,yes,3
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,yes,4
Agri-food,Canned and Preserved Foods,Monastir,yes,yes,100-200,Directeur générale,yes,Event,yes,6
Agri-food,Canned and Preserved Foods,Kairouan,yes,yes,200-300,Directeur générale,yes,Event,yes,7
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,yes,8
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,yes,6
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,yes,6
Agri-food,Biscuits and Confectioneries,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,yes,4
Agri-food,Biscuits and Confectioneries,Sousse,yes,yes,200-300,Directeur générale,yes,Event,yes,5
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,Event,yes,8
Agri-food,Baby Food,Sousse,yes,yes,200-300,Directeur générale,yes,Event,yes,9
Agri-food,Healthy Snacks and Natural Products,Monastir,yes,yes,100-200,Directeur générale,yes,Event,yes,6
Agri-food,Oils and Fats,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,3
Agri-food,Canned and Preserved Foods,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,4
chemicals,pharmaceutical,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,5
chemicals,pharmaceutical,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,6
Agri-food,Canned and Preserved Foods,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,yes,4
Agri-food,pharmaceutical,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,6
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,5
Agri-food,Canned and Preserved Foods,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,4
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,5
Agri-food,Canned and Preserved Foods,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,5
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,100-200,Directeur générale,yes,LinkedIn,yes,3
Agri-food,Canned and Preserved Foods,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,4
Agri-food,Sugars and Derivatives,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,6
Agri-food,Oils and Fats,Monastir,yes,yes,100-200,Directeur générale,yes,LinkedIn,yes,7
Agri-food,Oils and Fats,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,5
Agri-food,Biscuits and Confectioneries,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,5
chemicals,packaging,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,3
chemicals,packaging,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,4
chemicals,packaging,Sousse,yes,yes,100-200,Directeur générale,yes,LinkedIn,yes,6
chemicals,plastics,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,7
chemicals,plastics,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,yes,8
chemicals,packaging,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,6
chemicals,plastics,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,yes,6
chemicals,plastics,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,yes,4
chemicals,packaging,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,yes,5
chemicals,packaging,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,3
chemicals,packaging,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,packaging,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,packaging,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,packaging,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,3
chemicals,packaging,sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,4
chemicals,packaging,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,6
chemicals,packaging,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,7
chemicals,packaging,Tunis,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,5
chemicals,packaging,Tunis,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,5
chemicals,packaging,Nabeul,yes,yes,200-300,Directeur générale,yes,E-mail,No,3
chemicals,packaging,Nabeul,yes,yes,100-200,Directeur générale,yes,E-mail,No,4
chemicals,packaging,Nabeul,yes,yes,100-200,Directeur générale,yes,E-mail,No,6
chemicals,packaging,Nabeul,yes,yes,200-300,Directeur générale,yes,E-mail,No,7
chemicals,packaging,Nabeul,yes,yes,200-300,Directeur générale,yes,E-mail,No,8
chemicals,packaging,Nabeul,yes,yes,200-300,Directeur générale,yes,E-mail,No,6
chemicals,packaging,Nabeul,yes,yes,200-300,Directeur générale,yes,E-mail,No,6
chemicals,packaging,Nabeul,yes,yes,100-200,Directeur générale,yes,E-mail,No,4
chemicals,packaging,Nabeul,yes,yes,100-200,le Directeur d'Usine,yes,E-mail,No,5
chemicals,packaging,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,8
chemicals,packaging,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,9
chemicals,packaging,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,6
chemicals,packaging,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,E-mail,No,3
chemicals,packaging,Nabeul,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,pharmaceutical,Nabeul,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,pharmaceutical,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,6
chemicals,pharmaceutical,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,pharmaceutical,Nabeul,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,6
chemicals,pharmaceutical,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,pharmaceutical,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,3
chemicals,pharmaceutical,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,pharmaceutical,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,5
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,E-mail,No,3
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,E-mail,No,4
chemicals,pharmaceutical,Sousse,yes,yes,100-200,Directeur générale,yes,E-mail,No,6
chemicals,pharmaceutical,Sousse,yes,yes,100-200,Directeur générale,yes,E-mail,No,7
chemicals,pharmaceutical,Sousse,yes,yes,200-300,Directeur générale,yes,E-mail,No,5
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,E-mail,No,5
chemicals,pharmaceutical,Sousse,yes,yes,200-300,Directeur générale,yes,E-mail,No,3
chemicals,pharmaceutical,Sousse,yes,yes,200-300,Directeur générale,yes,E-mail,No,4
chemicals,pharmaceutical,Sousse,yes,yes,100-200,Directeur générale,yes,E-mail,No,6
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,Directeur générale,yes,E-mail,No,7
chemicals,pharmaceutical,Kairouan,yes,yes,200-300,Directeur générale,yes,E-mail,No,8
chemicals,pharmaceutical,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,6
chemicals,pharmaceutical,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,6
chemicals,pharmaceutical,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,4
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,Directeur générale,yes,Event,No,5
chemicals,pharmaceutical,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,8
chemicals,pharmaceutical,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,9
chemicals,pharmaceutical,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,6
chemicals,pharmaceutical,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,3
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,4
chemicals,pharmaceutical,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,6
chemicals,pharmaceutical,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,4
chemicals,pharmaceutical,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,6
chemicals,pharmaceutical,Kairouan,yes,yes,200-300,Directeur générale,yes,Event,No,5
chemicals,pharmaceutical,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,3
chemicals,pharmaceutical,Kairouan,yes,yes,100-200,Directeur générale,yes,Event,No,4
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,6
chemicals,pharmaceutical,Mahdia,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,7
chemicals,pharmaceutical,Mahdia,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,5
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,5
chemicals,pharmaceutical,Kairouan,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,3
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,4
chemicals,pharmaceutical,Monastir,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,6
chemicals,plastics,Sousse,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,7
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,8
chemicals,plastics,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,6
chemicals,pharmaceutical,Sousse,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,6
Agri-food,pharmaceutical,Sousse,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,4
chemicals,pharmaceutical,Mahdia,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,5
chemicals,pharmaceutical,Monastir,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,8
chemicals,plastics,Sousse,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,9
chemicals,plastics,Kairouan,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,6
chemicals,plastics,Sousse,yes,yes,200-300,Directeur générale,yes,LinkedIn,No,3
chemicals,plastics,Monastir,yes,yes,100-200,Directeur générale,yes,LinkedIn,No,4
chemicals,plastics,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,plastics,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,6
chemicals,plastics,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,plastics,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,6
chemicals,plastics,,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,5
chemicals,plastics,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,3
industrial manufacturing,car manufacturing,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,LinkedIn,No,4
chemicals,packaging,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,LinkedIn,No,6
Agri-food,Medicinal Plants and Essential Oils,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,yes,5
Agri-food,Medicinal Plants and Essential Oils,Zaghouan,No,No,300-500,marketing agent,No,Phone,No,10
Agri-food,Medicinal Plants and Essential Oils,Sousse,No,No,300-500,responsable de qualité,No,Phone,No,10
Agri-food,Medicinal Plants and Essential Oils,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Medicinal Plants and Essential Oils,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Medicinal Plants and Essential Oils,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,5
